Sample Value
32766
-28439
16492
-127
-16272
28312
-32766
28440
-16494
128
16271
-28312
32766
-28441
16494
-127
-16274
28315
-32766
28436
-16483
112
16288
-28323
32766
-28427
16469
-98
-16299
28328
-32766
28424
-16466
96
16299
-28327
32766
-28427
16471
-101
-16295
28326
-32766
28426
-16467
95
16301
-28330
32766
-28423
16465
-95
-16298
28326
-32766
28429
-16475
107
16289
-28323
32766
-28429
16472
-100
-16298
28328
-32766
28423
-16461
88
16308
-28334
32766
-28416
16450
-75
-16318
28340
-32766
28413
-16446
72
16321
-28342
32766
-28408
16434
-55
-16339
28353
-32766
28396
-16413
31
16358
-28363
32766
-28388
16403
-21
-16364
28366
-32766
28388
-16403
22
16363
-28365
32766
-28388
16402
-21
-16365
28366
-32766
28386
-16400
18
16368
-28368
32766
-28384
16395
-13
-16371
28369
-32766
28386
-16402
24
16360
-28363
32766
-28391
16407
-26
-16361
28365
-32766
28386
-16398
16
16370
-28370
32766
-28383
16394
-12
-16372
28369
-32766
28385
-16400
21
16364
-28366
32766
-28386
16395
-8
-16380
28378
-32766
28370
-16368
-20
16401
-28387
32766
-28367
16368
15
-16395
28383
-32766
28372
-16376
-6
16387
-28379
32766
-28372
16371
19
-16406
28394
-32766
28352
-16336
-57
16434
-28406
32766
-28349
16338
49
-16424
28399
-32766
28356
-16352
-29
16401
-28381
32766
-28384
16407
-39
-16340
28347
-32766
28412
-16450
83
16305
-28327
32766
-28434
16491
-132
-16262
28304
-32766
28450
-16512
149
16253
-28301
32766
-28454
16519
-160
-16242
28294
-32766
28457
-16521
156
16250
-28301
32766
-28448
16505
-137
-16268
28313
-32766
28432
-16473
97
16301
-28329
32766
-28431
16491
-142
-16243
28286
-32766
28482
-16574
225
16186
-28263
32766
-28486
16572
-219
-16190
28262
-32766
28495
-16593
243
16174
-28259
32766
-28483
16557
-187
-16231
28294
-32766
28451
-16508
141
16262
-28307
32766
-28446
16505
-142
-16256
28300
-32766
28460
-16537
190
16207
-28268
32766
-28497
16603
-264
-16145
28235
-32765
28521
-16636
295
16126
-28227
32765
-28526
16645
-306
-16114
28219
-32765
28534
-16658
317
16108
-28218
32765
-28530
16649
-307
-16115
28220
-32765
28534
-16662
329
16092
-28204
32765
-28553
16696
-369
-16057
28183
-32764
28572
-16730
407
16023
-28165
32764
-28589
16758
-440
-15995
28148
-32763
28606
-16788
473
15968
-28134
32763
-28613
16795
-475
-15971
28137
-32763
28611
-16795
480
15962
-28130
32763
-28619
16807
-490
-15957
28129
-32763
28618
-16805
491
15953
-28124
32763
-28626
16821
-509
-15939
28119
-32763
28625
-16813
493
15959
-28133
32763
-28608
16782
-456
-15990
28150
-32764
28594
-16760
435
16006
-28158
32764
-28589
16754
-428
-16011
28160
-32764
28588
-16753
429
16008
-28158
32764
-28592
16759
-435
-16006
28158
-32764
28589
-16752
426
16013
-28161
32764
-28586
16748
-421
-16020
28167
-32764
28576
-16727
392
16046
-28183
32764
-28563
16705
-370
-16063
28192
-32764
28554
-16689
350
16083
-28205
32765
-28539
16661
-316
-16113
28223
-32765
28521
-16628
276
16149
-28244
32766
-28501
16596
-242
-16174
28256
-32766
28495
-16588
236
16179
-28259
32766
-28490
16577
-221
-16194
28269
-32766
28479
-16557
196
16217
-28283
32766
-28464
16530
-164
-16245
28299
-32766
28449
-16504
134
16272
-28316
32766
-28430
16468
-90
-16312
28339
-32766
28407
-16432
52
16341
-28354
32766
-28397
16416
-34
-16356
28363
-32766
28385
-16392
4
16383
-28379
32766
-28370
16369
18
-16400
28388
-32766
28363
-16357
-35
16418
-28400
32766
-28346
16323
76
-16456
28422
-32766
28326
-16292
-109
16481
-28435
32766
-28315
16274
127
-16495
28442
-32766
28309
-16264
-138
16503
-28446
32766
-28306
16260
141
-16505
28447
-32766
28307
-16263
